published_date,title,media,desc,link
2025-09-15 13:06:06.978671,রাকসু নির্বাচন: ওএমআর মেশিনে হবে ভোট গণনা,দীপ্ত নিউজ,রাজশাহী বিশ্ববিদ্যালয় কেন্দ্রীয় ছাত্র সংসদ (রাকসু) ও হল সংসদ নির্বাচনে ওএমআর মেশিনে ভোট গণনা করা হবে বলে জানিয়েছেন প্রধান নির্বাচন কমিশনার প্রফেসর এফ.,https://deeptonews.com/%25E0%25A6%25B0%25E0%25A6%25BE%25E0%25A6%2595%25E0%25A6%25B8%25E0%25A7%2581-%25E0%25A6%25A8%25E0%25A6%25BF%25E0%25A6%25B0%25E0%25A7%258D%25E0%25A6%25AC%25E0%25A6%25BE%25E0%25A6%259A%25E0%25A6%25A8-%25E0%25A6%2593%25E0%25A6%258F%25E0%25A6%25AE%25E0%25A6%2586%25E0%25A6%25B0-%25E0%25A6%25AE%25E0%25A7%2587%25E0%25A6%25B6/&ved=2ahUKEwi08OqE3NyPAxXeqJUCHZjrMis4WhDF9AF6BAgHEAI&usg=AOvVaw0_dRZJPwN-FUfaSGA8n8ro
2025-09-15 13:06:06.976606,ক্যাম্পাসে নির্বাচনী উত্তাপএবার নজরে রাকসু-চাকসুর নির্বাচন,Jagonews24,বাংলাদেশ - ক্যাম্পাসে নির্বাচনী উত্তাপএবার নজরে রাকসু-চাকসুর নির্বাচন.,https://www.jagonews24.com/video/bangladesh/68562&ved=2ahUKEwi08OqE3NyPAxXeqJUCHZjrMis4WhDF9AF6BAgCEAI&usg=AOvVaw3b3DhISGSfNduLNJPGmUpj
2025-09-15 13:06:06.974884,রাকসুতে আরও দুই স্বতন্ত্র প্যানেল ঘোষণা,Jugantor,"রাজশাহী বিশ্ববিদ্যালয় কেন্দ্রীয় ছাত্র সংসদ (রাকসু), হল সংসদ ও সিনেটে ছাত্র প্রতিনিধি নির্বাচনে আরও দুটি 'অপূর্ণাঙ্গ স্বতন্ত্র প্যানেল' ঘোষণা করা হয়েছে। 'ইনডিপেন.",https://www.jugantor.com/campus/1003092&ved=2ahUKEwi08OqE3NyPAxXeqJUCHZjrMis4WhDF9AF6BAgBEAI&usg=AOvVaw2kPfKU9Lf7tZNrK2R9SAjq
2025-09-15 13:06:06.973257,ওএমআরেই হবে রাকসু নির্বাচনের ভোটগণনা : সিইসি,Daily Manobkantha,"রাজশাহী বিশ্ববিদ্যালয়ের কেন্দ্রীয় ছাত্র সংসদ (রাকসু), সিনেট ছাত্র প্রতিনিধি ও হল সংসদের ভোটগণনা হবে ওএমআর পদ্ধতিতে। রোববার (১৪ সেপ্টেম্বর) দুপুরে কোষাধ্যক্ষ কার্যালয়ের সামনে সাংবাদিকদের প্রশ্নের জাবাবে এ কথা জানান রাকসু প্রধান...",https://www.manobkantha.com.bd/news/%25E0%25A6%2595%25E0%25A7%258D%25E0%25A6%25AF%25E0%25A6%25BE%25E0%25A6%25AE%25E0%25A7%258D%25E0%25A6%25AA%25E0%25A6%25BE%25E0%25A6%25B8/638801/%25E0%25A6%2593%25E0%25A6%258F%25E0%25A6%25AE%25E0%25A6%2586%25E0%25A6%25B0%25E0%25A7%2587%25E0%25A6%2587-%25E0%25A6%25B9%25E0%25A6%25AC%25E0%25A7%2587-%25E0%25A6%25B0%25E0%25A6%25BE%25E0%25A6%2595%25E0%25A6%25B8%25E0%25A7%2581-%25E0%25A6%25A8%25E0%25A6%25BF%25E0%25A6%25B0%25E0%25A7%258D%25E0%25A6%25AC%25E0%25A6%25BE%25E0%25A6%259A%25E0%25A6%25A8%25E0%25A7%2587%25E0%25A6%25B0-%25E0%25A6%25AD%25E0%25A7%258B%25E0%25A6%259F%25E0%25A6%2597%25E0%25A6%25A3%25E0%25A6%25A8%25E0%25A6%25BE-%25E0%25A6%25B8%25E0%25A6%25BF%25E0%25A6%2587%25E0%25A6%25B8%25E0%25A6%25BF&ved=2ahUKEwi08OqE3NyPAxXeqJUCHZjrMis4WhDF9AF6BAgFEAI&usg=AOvVaw32q8i_uImNc4cPYUAkXMLD
2025-09-15 13:06:06.971621,‘রাকসু নির্বাচনের ভোটগণনা ওএমআর মেশিনে হবে’,Bdtoday,"রাজশাহী বিশ্ববিদ্যালয়ের কেন্দ্রীয় ছাত্র সংসদ (রাকসু), সিনেট ছাত্র প্রতিনিধি ও হল সংসদের ভোটগণনা হবে ওএমআর পদ্ধতিতে। রোববার (১৪ সেপ্টেম্বর) দুপুরে কোষাধ্যক্ষ কার্যালয়ের সামনে সাংবাদিকদের প্রশ্নের জবাবে এ কথা জানান রাকসু প্রধান...",https://bdtoday.net/higher-study/57264&ved=2ahUKEwi08OqE3NyPAxXeqJUCHZjrMis4WhDF9AF6BAgJEAI&usg=AOvVaw0CVoUSaqJLMVamFw3B9y-v
2025-09-15 13:06:06.969985,৫১ বছর বয়সী মোর্শেদের নেতৃত্বে আংশিক প্যানেল ঘোষণা,কালবেলা,রাজশাহী বিশ্ববিদ্যালয় কেন্দ্রীয় ছাত্র সংসদ (রাকসু) নির্বাচনে সাধারণ শিক্ষার্থীদের জোট 'ইউনাইটেড ফর রাইটস' আংশিক প্যানেল ঘোষণা করেছে।...,https://www.kalbela.com/dainikshiksha/campus/222863&ved=2ahUKEwi08OqE3NyPAxXeqJUCHZjrMis4WhDF9AF6BAgDEAI&usg=AOvVaw1fZQiOvG7k-v-ikybc3Mki
2025-09-15 13:06:06.968316,রাকসু নির্বাচনের ভোট গণনা ওএমআর মেশিনেই হবে,Dhakapost.com,"রাজশাহী বিশ্ববিদ্যালয়ের কেন্দ্রীয় ছাত্র সংসদ (রাকসু), সিনেট ছাত্র প্রতিনিধি ও হল সংসদের ভোট গণনা হবে ওএমআর পদ্ধতিতে। রোববার (১৪ সেপ্টেম্বর...",https://www.dhakapost.com/campus/394804&ved=2ahUKEwi08OqE3NyPAxXeqJUCHZjrMis4WhDF9AF6BAgGEAI&usg=AOvVaw0zoJToNCCMoTUYUX4yhcTm
2025-09-15 13:06:06.966679,"রাকসুতে সমন্বয়ক, নারী ও সংখ্যালঘু প্রার্থী নিয়ে শিবিরের সম্মিলিত জোট",Bdtoday,বাংলাদেশ ইসলামী ছাত্রশিবিরের যাত্রা শুরু হয় ১৯৭৭ সালে। এর পর থেকে রাজশাহী বিশ্ববিদ্যালয় কেন্দ্রীয় ছাত্র সংসদ (রাকসু) নির্বাচন হয়েছে মোট তিনবার। এর মধ্যে দু'বার দলীয় প্যানেল ঘোষণা করে শিবির অংশ নিলেও উল্লেখযোগ্য কোনো সাফল্য...,https://bdtoday.net/politics/57271&ved=2ahUKEwi08OqE3NyPAxXeqJUCHZjrMis4WhDF9AF6BAgKEAI&usg=AOvVaw11AeojM5sJ2PXxg6ZYFwkN
2025-09-15 13:06:06.965013,লটারিতে নির্ধারিত হলো রাকসু নির্বাচনের প্রার্থীদের ব্যালট নম্বর,Rupali Bangladesh,রাজশাহী বিশ্ববিদ্যালয় কেন্দ্রীয় ছাত্র সংসদ (রাকসু) ও সিনেট ছাত্র প্রতিনিধি নির্বাচনের প্রার্থীদের ব্যালট নম্বর লটারির মাধ্যমে নির্ধারণ করা হয়েছে।\r\n\r\nরোববার (১৪ সেপ্টেম্বর) বিকেলে বিশ্ববিদ্যালয়ের সিনেট ভবনে এক উৎসবমুখর...,https://www.rupalibangladesh.com/educational-news/campus/74739/amp&ved=2ahUKEwi08OqE3NyPAxXeqJUCHZjrMis4WhDF9AF6BAgIEAI&usg=AOvVaw2hiA-pNEAYtZ8SUpe7wz8x
2025-09-15 13:06:06.963179,যেভাবে নির্ধারিত হচ্ছে রাকসু নির্বাচনের প্রার্থীদের ব্যালট নম্বর | rucsu election | Independent TV,YouTube,#itv #IndependentTV #itvbd #ইনডিপেনডেন্টটেলিভিশন যেভাবে নির্ধারিত হচ্ছে রাকসু নির্বাচনের প্রার্থীদের ব্যালট নম্বর | rucsu election | Independent TV রাজশাহী বিশ্ববিদ্যালয় কেন্দ্রীয় ছাত্র সংসদ নির্বাচনের আজ...,https://www.youtube.com/watch%3Fv%3DG3xVY17uNgk&ved=2ahUKEwi08OqE3NyPAxXeqJUCHZjrMis4WhDF9AF6BAgEEAI&usg=AOvVaw2ZxkKvrOF6JlCxVA0mKO-3
2025-09-15 13:06:06.960301,রাকসু নির্বাচনে শিবিরের প্যানেলে নারী-সমন্বয়ক-সংখ্যালঘু -,Observer Bangla,রাজশাহী বিশ্ববিদ্যালয় কেন্দ্রীয় ছাত্র সংসদ (রাকসু) নির্বাচনের জন্য ছাত্রশিবির নিজেদের নেতা–কর্মীর পাশাপাশি সাবেক একজন সমন্বয়ককেও শীর্ষ দুই পদের একটিতে প্রার্থী করেছে। ছাত্রশিবির ঘোষিত 'সম্মিলিত শিক্ষার্থী জোট' প্যানেলে আছেন নারী ও...,https://observerbangla.com/news/125562&ved=2ahUKEwj-1bqC3NyPAxUSgpUCHcMUNhM4UBDF9AF6BAgDEAI&usg=AOvVaw0m-ckbV5xCHtrJ5LtV6xS9
2025-09-15 13:06:06.958404,রাকসু নির্বাচনে স্বতন্ত্র প্রার্থীদের নিয়ে দুটি ‘আংশিক’ প্যানেল ঘোষণা,প্রথম আলো,রাজশাহী বিশ্ববিদ্যালয় কেন্দ্রীয় ছাত্র সংসদ (রাকসু) নির্বাচনে স্বতন্ত্র প্রার্থীদের সমন্বয়ে 'অপূর্ণাঙ্গ' দুটি প্যানেল ঘোষণা করা হয়েছে। প্যানেল দুটির নাম 'ইনডিপেনডেন্ট স্টুডেন্ট অ্যালায়েন্স' ও 'ইউনাইটেড ফর রাইটস'।১ দিন আগে,https://www.prothomalo.com/bangladesh/district/iaqoztggwm&ved=2ahUKEwj-1bqC3NyPAxUSgpUCHcMUNhM4UBDF9AF6BAgBEAI&usg=AOvVaw2n5IlLVGBVKKIvJgFCYnr1
2025-09-15 13:06:06.956557,"ম্যানুয়াল নয়, ওএমআরে গণনা: ২৮ হাজার ভোটে ঝুঁকিহীন নির্বাচন চায় রাকসু",দৈনিক ইনকিলাব,"রাজশাহী বিশ্ববিদ্যালয়ের কেন্দ্রীয় ছাত্র সংসদ (রাকসু), সিনেট প্রতিনিধি ও হল সংসদের আসন্ন নির্বাচনে ম্যানুয়াল নয়, ওএমআর পদ্ধতিতেই ভোটগণনা হবে বলে জানিয়েছেন প্রধান নির্বাচন কমিশনার অধ্যাপক ড.",https://dailyinqilab.com/index.php/campus/news/807752&ved=2ahUKEwj-1bqC3NyPAxUSgpUCHcMUNhM4UBDF9AF6BAgCEAI&usg=AOvVaw00F23oJzd5bblAIoR7MahT
2025-09-15 13:06:06.954614,ওএমআর মেশিনেই হবে রাকসু নির্বাচনের ভোট গণনা,Channel 24,"রাজশাহী বিশ্ববিদ্যালয়ের কেন্দ্রীয় ছাত্র সংসদ (রাকসু), সিনেট ছাত্র প্রতিনিধি ও হল সংসদের ভোট গণনা হবে ওএমআর পদ্ধতিতে। রোববার (১৪ সেপ্টেম্বর) দুপুরে কোষাধ্যক্ষ কার্যালয়ের সামনে সাংবাদিকদের প্রশ্নের জাবাবে এ কথা জানান রাকসুর...",https://www.channel24bd.tv/education/article/288357/%25E0%25A6%2593%25E0%25A6%258F%25E0%25A6%25AE%25E0%25A6%2586%25E0%25A6%25B0-%25E0%25A6%25AE%25E0%25A7%2587%25E0%25A6%25B6%25E0%25A6%25BF%25E0%25A6%25A8%25E0%25A7%2587%25E0%25A6%2587-%25E0%25A6%25B9%25E0%25A6%25AC%25E0%25A7%2587-%25E0%25A6%25B0%25E0%25A6%25BE%25E0%25A6%2595%25E0%25A6%25B8%25E0%25A7%2581-%25E0%25A6%25A8%25E0%25A6%25BF%25E0%25A6%25B0%25E0%25A7%258D%25E0%25A6%25AC%25E0%25A6%25BE%25E0%25A6%259A%25E0%25A6%25A8%25E0%25A7%2587%25E0%25A6%25B0-%25E0%25A6%25AD%25E0%25A7%258B%25E0%25A6%259F-%25E0%25A6%2597%25E0%25A6%25A3%25E0%25A6%25A8%25E0%25A6%25BE&ved=2ahUKEwj-1bqC3NyPAxUSgpUCHcMUNhM4UBDF9AF6BAgFEAI&usg=AOvVaw0qu-HnMvSvlpR8RezGwm6_
2025-09-15 13:06:06.952742,"৩৫ বছর পর রাকসু ভোটযুদ্ধ: ১১ প্যানেলের লড়াই, শীর্ষে শিবির–ছাত্রদলসহ ৬ প্যানেল",দৈনিক ইনকিলাব,দীর্ঘ ৩৫ বছর পর রাজশাহী বিশ্ববিদ্যালয়ে রাকসু নির্বাচন ঘিরে আনুষ্ঠানিক প্রচার-প্রচারণা শুরু হচ্ছে আজ রবিবার (১৪ সেপ্টেম্বর)।১ দিন আগে,https://dailyinqilab.com/index.php/campus/news/807759&ved=2ahUKEwj-1bqC3NyPAxUSgpUCHcMUNhM4UBDF9AF6BAgHEAI&usg=AOvVaw0lhRyE3DHyzAMNOuSRfMFk
2025-09-15 13:06:06.950881,"রাকসু নির্বাচনের চূড়ান্ত তালিকা প্রকাশ: ৩০৬ প্রার্থী, ব্যালট নম্বর ঘোষণা",দৈনিক ইনকিলাব,রাজশাহী বিশ্ববিদ্যালয় কেন্দ্রীয় ছাত্র সংসদ (রাকসু) নির্বাচনের চূড়ান্ত প্রার্থী তালিকা ও ব্যালট নম্বর প্রকাশ করেছে নির্বাচন কমিশন। এবারের নির্বাচনে মোট ৩০৬ জন প্রার্থী চূড়ান্তভাবে প্রতিদ্বন্দ্বিতার সুযোগ পেয়েছেন।১ দিন আগে,https://dailyinqilab.com/index.php/campus/news/807762&ved=2ahUKEwj-1bqC3NyPAxUSgpUCHcMUNhM4UBDF9AF6BAgEEAI&usg=AOvVaw3i_xgfpAjJtcXqS1tKqqgp
2025-09-15 13:06:06.948995,আজ থেকে রাকসু নির্বাচনের প্রচারের আনুষ্ঠানিকতা শুরু | Ekushey TV,YouTube,আজ থেকে রাকসু নির্বাচনের প্রচারের আনুষ্ঠানিকতা শুরু | Ekushey TV #ekusheytv #news #ekushey_television Enjoy and stay connected with us: Subscribe to Ekushey Television on...,https://www.youtube.com/watch%3Fv%3DFQPCxz080rA&ved=2ahUKEwj-1bqC3NyPAxUSgpUCHcMUNhM4UBDF9AF6BAgGEAI&usg=AOvVaw14kT3hMQHSfj_paKAaNuUJ
2025-09-15 13:06:06.947146,"রাবিতে নির্বাচন: রাকসু, সিনেট ও হল সংসদে মোট প্রার্থী ৯০৩",Khobor Sangjog,"রাজশাহী বিশ্ববিদ্যালয়ের কেন্দ্রীয় ছাত্র সংসদ (রাকসু), সিনেটে ছাত্র প্রতিনিধি ও হল সংসদ নির্বাচনের চূড়ান্ত প্রার্থীর তালিকা প্রকাশ করা হয়েছে। এসব নির্বাচনে মোট ৯০৩ জন প্রার্থী প্রতিদ্বন্দ্বিতা করবেন। প্রার্থীদের মধ্যে কেন্দ্রীয় সংসদে...",https://www.khoborsangjog.com/education/90004/%25E0%25A6%25B0%25E0%25A6%25BE%25E0%25A6%25AC%25E0%25A6%25BF%25E0%25A6%25A4%25E0%25A7%2587-%25E0%25A6%25A8%25E0%25A6%25BF%25E0%25A6%25B0%25E0%25A7%258D%25E0%25A6%25AC%25E0%25A6%25BE%25E0%25A6%259A%25E0%25A6%25A8-%25E0%25A6%25B0%25E0%25A6%25BE%25E0%25A6%2595%25E0%25A6%25B8%25E0%25A7%2581-%25E0%25A6%25B8%25E0%25A6%25BF%25E0%25A6%25A8%25E0%25A7%2587%25E0%25A6%259F-%25E0%25A6%2593-%25E0%25A6%25B9%25E0%25A6%25B2-%25E0%25A6%25B8%25E0%25A6%2582%25E0%25A6%25B8%25E0%25A6%25A6%25E0%25A7%2587-%25E0%25A6%25AE%25E0%25A7%258B%25E0%25A6%259F&ved=2ahUKEwj-1bqC3NyPAxUSgpUCHcMUNhM4UBDF9AF6BAgKEAI&usg=AOvVaw0ZMc9wyhOggDrfYQlLWt7-
2025-09-15 13:06:06.944811,রাকসু নির্বাচন: ৩০৬ প্রার্থীর চূড়ান্ত তালিকা ও ব্যালট নম্বর প্রকাশ,The Daily Campus,রাজশাহী বিশ্ববিদ্যালয় কেন্দ্রীয় ছাত্র সংসদ (রাকসু) নির্বাচনের চূড়ান্ত প্রার্থী তালিকা প্রকাশ করা হয়েছে। একই সঙ্গে লটারির মাধ্যমে প্রার্থীদের ব্যালট নম্বর প্রকাশ.,https://thedailycampus.com/universities/218192&ved=2ahUKEwj-1bqC3NyPAxUSgpUCHcMUNhM4UBDF9AF6BAgJEAI&usg=AOvVaw2hOUhSQkdagLF4jNNhXorU
2025-09-15 13:06:06.942482,রাকসুতে ‘অপূর্ণাঙ্গ’ স্বতন্ত্র ২ প্যানেল ঘোষণা,bd-pratidin.com,"রাজশাহী বিশ্ববিদ্যালয় কেন্দ্রীয় ছাত্র সংসদ (রাকসু), হল সংসদ ও সিনেটে ছাত্র প্রতিনিধি নির্বাচনে আরও দুইটি 'অপূর্ণাঙ্গ স্বতন্ত্র প্যানেল' ঘোষণা করা হয়েছে। দুটি প্যানেল হলো 'ইনডিপেনডেন্ট স্টুডেন্ট অ্যালায়েন্স' এবং 'ইউনাইটেড ফর...",https://www.bd-pratidin.com/campus-online/2025/09/14/1157527&ved=2ahUKEwj-1bqC3NyPAxUSgpUCHcMUNhM4UBDF9AF6BAgIEAI&usg=AOvVaw24dCSXgh1V_wZFQgk9qAyn
2025-09-15 13:06:06.940847,যেভাবে নির্ধারিত হচ্ছে রাকসু নির্বাচনের প্রার্থীদের ব্যালট নম্বর | rucsu election | Independent TV,YouTube,#itv #IndependentTV #itvbd #ইনডিপেনডেন্টটেলিভিশন যেভাবে নির্ধারিত হচ্ছে রাকসু নির্বাচনের প্রার্থীদের ব্যালট নম্বর | rucsu election | Independent TV রাজশাহী বিশ্ববিদ্যালয় কেন্দ্রীয় ছাত্র সংসদ নির্বাচনের আজ...,https://www.youtube.com/watch%3Fv%3DG3xVY17uNgk&ved=2ahUKEwik3Oz_29yPAxWRQ7gEHVedFqA4RhDF9AF6BAgDEAI&usg=AOvVaw341acYbsDmiMUIjzJwB7ss
2025-09-15 13:06:06.939159,রাকসু নির্বাচনে শিবিরের প্যানেলে নারী-সমন্বয়ক-সংখ্যালঘু -,Observer Bangla,রাজশাহী বিশ্ববিদ্যালয় কেন্দ্রীয় ছাত্র সংসদ (রাকসু) নির্বাচনের জন্য ছাত্রশিবির নিজেদের নেতা–কর্মীর পাশাপাশি সাবেক একজন সমন্বয়ককেও শীর্ষ দুই পদের একটিতে প্রার্থী করেছে। ছাত্রশিবির ঘোষিত 'সম্মিলিত শিক্ষার্থী জোট' প্যানেলে আছেন নারী ও...,https://observerbangla.com/news/125562&ved=2ahUKEwik3Oz_29yPAxWRQ7gEHVedFqA4RhDF9AF6BAgCEAI&usg=AOvVaw3ZcvJhQQ7AGM72x0PPCNzI
2025-09-15 13:06:06.937527,রাকসু নির্বাচনে স্বতন্ত্র প্রার্থীদের নিয়ে দুটি ‘আংশিক’ প্যানেল ঘোষণা,প্রথম আলো,রাজশাহী বিশ্ববিদ্যালয় কেন্দ্রীয় ছাত্র সংসদ (রাকসু) নির্বাচনে স্বতন্ত্র প্রার্থীদের সমন্বয়ে 'অপূর্ণাঙ্গ' দুটি প্যানেল ঘোষণা করা হয়েছে। প্যানেল দুটির নাম 'ইনডিপেনডেন্ট স্টুডেন্ট অ্যালায়েন্স' ও 'ইউনাইটেড ফর রাইটস'।১ দিন আগে,https://www.prothomalo.com/bangladesh/district/iaqoztggwm&ved=2ahUKEwik3Oz_29yPAxWRQ7gEHVedFqA4RhDF9AF6BAgIEAI&usg=AOvVaw1rlaIhpqXf1k8htYgAu9Ft
2025-09-15 13:06:06.935883,"ম্যানুয়াল নয়, ওএমআরে গণনা: ২৮ হাজার ভোটে ঝুঁকিহীন নির্বাচন চায় রাকসু",দৈনিক ইনকিলাব,"রাজশাহী বিশ্ববিদ্যালয়ের কেন্দ্রীয় ছাত্র সংসদ (রাকসু), সিনেট প্রতিনিধি ও হল সংসদের আসন্ন নির্বাচনে ম্যানুয়াল নয়, ওএমআর পদ্ধতিতেই ভোটগণনা হবে বলে জানিয়েছেন প্রধান নির্বাচন কমিশনার অধ্যাপক ড.",https://dailyinqilab.com/campus/news/807752&ved=2ahUKEwik3Oz_29yPAxWRQ7gEHVedFqA4RhDF9AF6BAgBEAI&usg=AOvVaw2SccvJoOUsLqLc3VHbJCm-
2025-09-15 13:06:06.934235,ওএমআর মেশিনেই হবে রাকসু নির্বাচনের ভোট গণনা,Channel 24,"রাজশাহী বিশ্ববিদ্যালয়ের কেন্দ্রীয় ছাত্র সংসদ (রাকসু), সিনেট ছাত্র প্রতিনিধি ও হল সংসদের ভোট গণনা হবে ওএমআর পদ্ধতিতে। রোববার (১৪ সেপ্টেম্বর) দুপুরে কোষাধ্যক্ষ কার্যালয়ের সামনে সাংবাদিকদের প্রশ্নের জাবাবে এ কথা জানান রাকসুর...",https://www.channel24bd.tv/education/article/288357/%25E0%25A6%2593%25E0%25A6%258F%25E0%25A6%25AE%25E0%25A6%2586%25E0%25A6%25B0-%25E0%25A6%25AE%25E0%25A7%2587%25E0%25A6%25B6%25E0%25A6%25BF%25E0%25A6%25A8%25E0%25A7%2587%25E0%25A6%2587-%25E0%25A6%25B9%25E0%25A6%25AC%25E0%25A7%2587-%25E0%25A6%25B0%25E0%25A6%25BE%25E0%25A6%2595%25E0%25A6%25B8%25E0%25A7%2581-%25E0%25A6%25A8%25E0%25A6%25BF%25E0%25A6%25B0%25E0%25A7%258D%25E0%25A6%25AC%25E0%25A6%25BE%25E0%25A6%259A%25E0%25A6%25A8%25E0%25A7%2587%25E0%25A6%25B0-%25E0%25A6%25AD%25E0%25A7%258B%25E0%25A6%259F-%25E0%25A6%2597%25E0%25A6%25A3%25E0%25A6%25A8%25E0%25A6%25BE&ved=2ahUKEwik3Oz_29yPAxWRQ7gEHVedFqA4RhDF9AF6BAgJEAI&usg=AOvVaw2NQU697KBM55xm1_W59DS0
2025-09-15 13:06:06.932590,"৩৫ বছর পর রাকসু ভোটযুদ্ধ: ১১ প্যানেলের লড়াই, শীর্ষে শিবির–ছাত্রদলসহ ৬ প্যানেল",দৈনিক ইনকিলাব,দীর্ঘ ৩৫ বছর পর রাজশাহী বিশ্ববিদ্যালয়ে রাকসু নির্বাচন ঘিরে আনুষ্ঠানিক প্রচার-প্রচারণা শুরু হচ্ছে আজ রবিবার (১৪ সেপ্টেম্বর)।১ দিন আগে,https://dailyinqilab.com/campus/news/807759&ved=2ahUKEwik3Oz_29yPAxWRQ7gEHVedFqA4RhDF9AF6BAgGEAI&usg=AOvVaw0Wz404_LQjvBNQURuWyyrM
2025-09-15 13:06:06.930933,"রাকসু নির্বাচনের চূড়ান্ত তালিকা প্রকাশ: ৩০৬ প্রার্থী, ব্যালট নম্বর ঘোষণা",দৈনিক ইনকিলাব,রাজশাহী বিশ্ববিদ্যালয় কেন্দ্রীয় ছাত্র সংসদ (রাকসু) নির্বাচনের চূড়ান্ত প্রার্থী তালিকা ও ব্যালট নম্বর প্রকাশ করেছে নির্বাচন কমিশন। এবারের নির্বাচনে মোট ৩০৬ জন প্রার্থী চূড়ান্তভাবে প্রতিদ্বন্দ্বিতার সুযোগ পেয়েছেন।১ দিন আগে,https://dailyinqilab.com/campus/news/807762&ved=2ahUKEwik3Oz_29yPAxWRQ7gEHVedFqA4RhDF9AF6BAgFEAI&usg=AOvVaw3_XrPySl7QNq_NmfIaInp5
2025-09-15 13:06:06.929194,আজ থেকে রাকসু নির্বাচনের প্রচারের আনুষ্ঠানিকতা শুরু | Ekushey TV,YouTube,আজ থেকে রাকসু নির্বাচনের প্রচারের আনুষ্ঠানিকতা শুরু | Ekushey TV #ekusheytv #news #ekushey_television Enjoy and stay connected with us: Subscribe to Ekushey Television on...,https://www.youtube.com/watch%3Fv%3DFQPCxz080rA&ved=2ahUKEwik3Oz_29yPAxWRQ7gEHVedFqA4RhDF9AF6BAgKEAI&usg=AOvVaw0idEnkF30fL2ls22TrScaS
2025-09-15 13:06:06.927234,"রাবিতে নির্বাচন: রাকসু, সিনেট ও হল সংসদে মোট প্রার্থী ৯০৩",Khobor Sangjog,"রাজশাহী বিশ্ববিদ্যালয়ের কেন্দ্রীয় ছাত্র সংসদ (রাকসু), সিনেটে ছাত্র প্রতিনিধি ও হল সংসদ নির্বাচনের চূড়ান্ত প্রার্থীর তালিকা প্রকাশ করা হয়েছে। এসব নির্বাচনে মোট ৯০৩ জন প্রার্থী প্রতিদ্বন্দ্বিতা করবেন। প্রার্থীদের মধ্যে কেন্দ্রীয় সংসদে...",https://www.khoborsangjog.com/education/90004/%25E0%25A6%25B0%25E0%25A6%25BE%25E0%25A6%25AC%25E0%25A6%25BF%25E0%25A6%25A4%25E0%25A7%2587-%25E0%25A6%25A8%25E0%25A6%25BF%25E0%25A6%25B0%25E0%25A7%258D%25E0%25A6%25AC%25E0%25A6%25BE%25E0%25A6%259A%25E0%25A6%25A8-%25E0%25A6%25B0%25E0%25A6%25BE%25E0%25A6%2595%25E0%25A6%25B8%25E0%25A7%2581-%25E0%25A6%25B8%25E0%25A6%25BF%25E0%25A6%25A8%25E0%25A7%2587%25E0%25A6%259F-%25E0%25A6%2593-%25E0%25A6%25B9%25E0%25A6%25B2-%25E0%25A6%25B8%25E0%25A6%2582%25E0%25A6%25B8%25E0%25A6%25A6%25E0%25A7%2587-%25E0%25A6%25AE%25E0%25A7%258B%25E0%25A6%259F&ved=2ahUKEwik3Oz_29yPAxWRQ7gEHVedFqA4RhDF9AF6BAgEEAI&usg=AOvVaw3uBUGZMG-YNMze0jYm08hl
2025-09-15 13:06:06.925449,রাকসু নির্বাচন: ৩০৬ প্রার্থীর চূড়ান্ত তালিকা ও ব্যালট নম্বর প্রকাশ,The Daily Campus,রাজশাহী বিশ্ববিদ্যালয় কেন্দ্রীয় ছাত্র সংসদ (রাকসু) নির্বাচনের চূড়ান্ত প্রার্থী তালিকা প্রকাশ করা হয়েছে। একই সঙ্গে লটারির মাধ্যমে প্রার্থীদের ব্যালট নম্বর প্রকাশ.,https://thedailycampus.com/universities/218192&ved=2ahUKEwik3Oz_29yPAxWRQ7gEHVedFqA4RhDF9AF6BAgHEAI&usg=AOvVaw1uLIrdNj3aovqJFOPNAEbL
