published_date,title,media,desc,link
2025-09-15 13:06:06.882097,"রাকসুতে নির্বাচনী প্রচারণা শুরু, মানতে হবে যেসব নির্দেশনা",Daily Naya Diganta,"রাজশাহী বিশ্ববিদ্যালয়ে রাকসু নির্বাচনী প্রচারণা শুরু হয়েছে, যা ২৪ সেপ্টেম্বর সকাল ৯টা পর্যন্ত চলবে। প্রার্থীদের নির্ধারিত আচরণবিধি মেনে পোস্টার, পরিচিতি সভা ও প্রচারণা চালাতে হবে।১ দিন আগে",https://dailynayadiganta.com/bangladesh/education-campus/hwg6eHr95OZc/&ved=2ahUKEwiBoNr329yPAxX4rZUCHc4xMZc4KBDF9AF6BAgJEAI&usg=AOvVaw3n1P9nnhxv6FsxZTAySkpY
2025-09-15 13:06:06.879950,ব্যালট নম্বর লটারিতে ভোট গণনা মেশিনে,Jugantor,রাজশাহী বিশ্ববিদ্যালয় কেন্দ্রীয় ছাত্র সংসদ (রাকসু) ও সিনেট ছাত্র প্রতিনিধি নির্বাচনের প্রার্থীদের ব্যালট নম্বর লটারির মাধ্যমে বরাদ্দ দেওয়া হয়েছে। রোববার বিকালে বিশ্ববিদ্যালয়ের সিনেট ভবনে উৎসবমুখর.,https://www.jugantor.com/tp-lastpage/1003249&ved=2ahUKEwiBoNr329yPAxX4rZUCHc4xMZc4KBDF9AF6BAgBEAI&usg=AOvVaw30dyN2jG5X-6PZJssHjyGk
2025-09-15 13:06:06.876809,রাকসু নির্বাচনে মোট প্রার্থী ৩০৬ জন : চূড়ান্ত প্রার্থী তালিকা প্রকাশ ব্যালট নম্বর পেল প্রার্থীরা,দৈনিক করতোয়া,রাজশাহী প্রতিনিধি : রাজশাহী বিশ্ববিদ্যালয় কেন্দ্রীয় ছাত্র সংসদ (রাকসু) নির্বাচনের চূড়ান্ত প্রার্থী তালিকা প্রকাশ করা হয়েছে। একই সাথে লটারির মাধ্যমে প্রার্থীদের ব্যালট নম্বর প্রকাশ করেছে নির্বাচন কমিশন।১ দিন আগে,https://www.dailykaratoa.com/index.php/article/140004&ved=2ahUKEwiBoNr329yPAxX4rZUCHc4xMZc4KBDF9AF6BAgIEAI&usg=AOvVaw0DG_phS9_ZtzsSBgygU1mV
2025-09-15 13:06:06.875106,রাকসু নির্বাচনে চূড়ান্ত প্রার্থী ২৪৭ | RUCSU-CUCSU Election | Channel 24,YouTube,"রাজশাহী বিশ্ববিদ্যালয় কেন্দ্রীয় ছাত্র সংসদ-রাকসু নির্বাচনে চূড়ান্ত প্রার্থী ২৪৭। এরমধ্যে ভিপি পদে ১৮ ও জিএস হিসেবে লড়বেন ১৪ জন। সেইসাথে শুরু হয়েছে, প্রচারণাও। অন্যদিকে ভোটের আমেজ চট্টগ্রাম বিশ্ববিদ্যালয়েও।১ দিন আগে",https://www.youtube.com/watch%3Fv%3Dn8arB-5-v3s&ved=2ahUKEwiBoNr329yPAxX4rZUCHc4xMZc4KBDF9AF6BAgFEAI&usg=AOvVaw20yRkxtxo0K-PdLYSUdqm3
2025-09-15 13:06:06.873375,রাকসু নির্বাচনে চূড়ান্ত প্রার্থী তালিকা ও ব্যালট নম্বর প্রকাশ,daily-sun.com,"রাকসুতে ২৪৭ জন, সিনেটে ৫৮ জন ও হল সংসদে ৫৯৭ জন প্রার্থী প্রতিদ্বন্দ্বিতা করছেন।১ দিন আগে",https://www.daily-sun.com/bangla/post/21621&ved=2ahUKEwiBoNr329yPAxX4rZUCHc4xMZc4KBDF9AF6BAgHEAI&usg=AOvVaw1h7umVzZYdqYjPeKX4atRJ
2025-09-15 13:06:06.871700,"মনোনয়ন প্রত্যাহারের শেষ দিন আজ, কাল চূড়ান্ত প্রার্থীতালিকা প্রকাশ",SAMAKAL,রাজশাহী বিশ্ববিদ্যালয় কেন্দ্রীয় ছাত্র সংসদ (রাকসু) নির্বাচনে মনোনয়নপত্র প্রত্যাহারের শেষ দিন আজ শনিবার (১৩ সেপ্টেম্বর)। আগামীকাল রোববার চূড়ান্ত প্রার্থীদের তালিকা প্রকাশ করা হবে। আগামীকাল থেকে আনুষ্ঠানিকভাবে প্রার্থীরা প্রচারণা শুরু...,https://samakal.com/rajshahi/article/315462/%25E0%25A6%25AE%25E0%25A6%25A8%25E0%25A7%258B%25E0%25A6%25A8%25E0%25A7%259F%25E0%25A6%25A8-%25E0%25A6%25AA%25E0%25A7%258D%25E0%25A6%25B0%25E0%25A6%25A4%25E0%25A7%258D%25E0%25A6%25AF%25E0%25A6%25BE%25E0%25A6%25B9%25E0%25A6%25BE%25E0%25A6%25B0%25E0%25A7%2587%25E0%25A6%25B0-%25E0%25A6%25B6%25E0%25A7%2587%25E0%25A6%25B7-%25E0%25A6%25A6%25E0%25A6%25BF%25E0%25A6%25A8-%25E0%25A6%2586%25E0%25A6%259C-%25E0%25A6%2595%25E0%25A6%25BE%25E0%25A6%25B2-%25E0%25A6%259A%25E0%25A7%2582%25E0%25A7%259C%25E0%25A6%25BE%25E0%25A6%25A8%25E0%25A7%258D%25E0%25A6%25A4-%25E0%25A6%25AA%25E0%25A7%258D%25E0%25A6%25B0%25E0%25A6%25BE%25E0%25A6%25B0%25E0%25A7%258D%25E0%25A6%25A5%25E0%25A7%2580%25E0%25A6%25A4%25E0%25A6%25BE%25E0%25A6%25B2%25E0%25A6%25BF%25E0%25A6%2595%25E0%25A6%25BE-%25E0%25A6%25AA%25E0%25A7%258D%25E0%25A6%25B0%25E0%25A6%2595%25E0%25A6%25BE%25E0%25A6%25B6&ved=2ahUKEwiBoNr329yPAxX4rZUCHc4xMZc4KBDF9AF6BAgGEAI&usg=AOvVaw1V8fNW1yhO6Eg15jfFYJ5L
2025-09-15 13:06:06.870003,রাবিতে রাকসু নির্বাচনে আনুষ্ঠানিক প্রচারণা শুরু,Ekushey Sangbad,"দীর্ঘ ৩৫ বছর পর রাজশাহী বিশ্ববিদ্যালয় কেন্দ্রীয় ছাত্র সংসদ (রাকসু), সিনেট প্রতিনিধি এবং হল সংসদ নির্বাচনের চূড়ান্ত প্রার্থী তালিকা প্রকাশের পর আনুষ্ঠানিকভাবে প্রচার কার্যক্রম শুরু হয়েছে।১ দিন আগে",https://www.ekusheysangbad.com/campus/news/495164&ved=2ahUKEwiBoNr329yPAxX4rZUCHc4xMZc4KBDF9AF6BAgKEAI&usg=AOvVaw2E6D3oS5h-Kd07n_D4lcWW
2025-09-15 13:06:06.868308,বৃষ্টির মধ্যেই প্রচারণায় নেমেছেন ‘রাকসু’ প্রার্থীরা,দৈনিক করতোয়া,"রাজশাহী প্রতিনিধি: রাজশাহী বিশ্ববিদ্যালয় কেন্দ্রীয় ছাত্র সংসদ (রাকসু), সিনেট ছাত্র প্রতিনিধি ও হল সংসদ নির্বাচনে বৃষ্টির মধ্যেই প্রচারণায় নেমেছেন প্রার্থীরা। গতকাল সোমবার বেলা ১১টার দিকে তাদেরকে বৃষ্টির মধ্যেই বিভিন্ন জায়গায় প্রচারণা...",https://www.dailykaratoa.com/index.php/article/140031&ved=2ahUKEwiBoNr329yPAxX4rZUCHc4xMZc4KBDF9AF6BAgCEAI&usg=AOvVaw2XdI0kN-asGHAhbG8ZgjHr
2025-09-15 13:06:06.866630,রাকসু নির্বাচনে ১১ পদে দাঁড়াননি কোনো ছাত্রী,SAMAKAL,রাজশাহী বিশ্ববিদ্যালয় কেন্দ্রীয় ছাত্র সংসদ (রাকসু) ও সিনেট ছাত্র প্রতিনিধি নির্বাচনে ৩০৬ জনের প্রার্থিতা চূড়ান্ত হয়েছে। এর মধ্যে বিভিন্ন পদে ছাত্র ২৭২ ও ছাত্রী ৩৪ জন। মোট প্রার্থীর ১১ দশমিক ১১ শতাংশ নারী।১ দিন আগে,https://samakal.com/rajshahi/article/315681/%25E0%25A6%25B0%25E0%25A6%25BE%25E0%25A6%2595%25E0%25A6%25B8%25E0%25A7%2581-%25E0%25A6%25A8%25E0%25A6%25BF%25E0%25A6%25B0%25E0%25A7%258D%25E0%25A6%25AC%25E0%25A6%25BE%25E0%25A6%259A%25E0%25A6%25A8%25E0%25A7%2587-%25E0%25A7%25A7%25E0%25A7%25A7-%25E0%25A6%25AA%25E0%25A6%25A6%25E0%25A7%2587-%25E0%25A6%25A6%25E0%25A6%25BE%25E0%25A6%2581%25E0%25A7%259C%25E0%25A6%25BE%25E0%25A6%25A8%25E0%25A6%25A8%25E0%25A6%25BF-%25E0%25A6%2595%25E0%25A7%258B%25E0%25A6%25A8%25E0%25A7%258B-%25E0%25A6%259B%25E0%25A6%25BE%25E0%25A6%25A4%25E0%25A7%258D%25E0%25A6%25B0%25E0%25A7%2580&ved=2ahUKEwiBoNr329yPAxX4rZUCHc4xMZc4KBDF9AF6BAgDEAI&usg=AOvVaw0pqVTYBoipN5mHDKTc-FX9
2025-09-15 13:06:06.864885,রাকসু নির্বাচনে হল সংসদে বিনা প্রতিদ্বন্দ্বিতায় নির্বাচিত ৪২ প্রার্থী,দৈনিক করতোয়া,রাজশাহী প্রতিনিধি: রাজশাহী বিশ্ববিদ্যালয় (রাবি) হল ছাত্র সংসদ নির্বাচনে বিনা প্রতিদ্বন্দ্বিতায় ৪২ জন প্রার্থী নির্বাচিত হয়েছেন। এর মধ্যে মেয়েদের ৬টি হলে ৩৯ জন ও ছেলেদের ১টি হলে ৩ জন রয়েছেন।১ দিন আগে,https://www.dailykaratoa.com/index.php/article/140037&ved=2ahUKEwiT4s7029yPAxW4qpUCHR79Kz44HhDF9AF6BAgEEAI&usg=AOvVaw2CkpI4JO3z2l5ymuCjh7bG
2025-09-15 13:06:06.862866,রাকসু হল সংসদে ৩৯ জন বিনা প্রতিদ্বন্দ্বিতায় নির্বাচিত,Dhaka Today,রাজশাহী বিশ্ববিদ্যালয়ের রাকসু হল সংসদ নির্বাচনে ৩৯ জন প্রার্থী বিনা প্রতিদ্বন্দ্বিতায় নির্বাচিত হয়েছেন। তিনটি পদ শূন্য থাকলেও নির্বাচন প্রক্রিয়া চলবে স্বাভাবিকভাবেই।...,https://www.dhakatoday.com/news/56611/%25E0%25A6%25B0%25E0%25A6%25BE%25E0%25A6%2595%25E0%25A6%25B8%25E0%25A7%2581-%25E0%25A6%25B9%25E0%25A6%25B2-%25E0%25A6%25B8%25E0%25A6%2582%25E0%25A6%25B8%25E0%25A6%25A6%25E0%25A7%2587-%25E0%25A7%25A9%25E0%25A7%25AF-%25E0%25A6%259C%25E0%25A6%25A8-%25E0%25A6%25AC%25E0%25A6%25BF%25E0%25A6%25A8%25E0%25A6%25BE-%25E0%25A6%25AA%25E0%25A7%258D%25E0%25A6%25B0%25E0%25A6%25A4%25E0%25A6%25BF%25E0%25A6%25A6%25E0%25A7%258D%25E0%25A6%25AC%25E0%25A6%25A8%25E0%25A7%258D%25E0%25A6%25A6%25E0%25A7%258D%25E0%25A6%25AC%25E0%25A6%25BF%25E0%25A6%25A4%25E0%25A6%25BE%25E0%25A7%259F-%25E0%25A6%25A8%25E0%25A6%25BF%25E0%25A6%25B0%25E0%25A7%258D%25E0%25A6%25AC%25E0%25A6%25BE%25E0%25A6%259A%25E0%25A6%25BF%25E0%25A6%25A4&ved=2ahUKEwiT4s7029yPAxW4qpUCHR79Kz44HhDF9AF6BAgDEAI&usg=AOvVaw1h7ZtarRxiymHOP8teJDbX
2025-09-15 13:06:06.860182,রাকসু নির্বাচন : আচরণবিধি লঙ্ঘন করে ছাত্রদলের জিএস প্রার্থীর প্রচারণা,Barta Bazar,রাজশাহী বিশ্ববিদ্যালয় কেন্দ্রীয় ছাত্র সংসদ (রাকসু) নির্বাচনে আচরণবিধি লঙ্ঘন করে ক্লাসরুমে প্রচারণা চালিয়েছেন ছাত্রদল সমর্থিত প্যানেলের সাধারণ সম্পাদক (জিএস) পদপ্রার্থী নাফিউল ইসলাম জীবন।১ দিন আগে,https://bartabazar.com/news/183807/&ved=2ahUKEwiT4s7029yPAxW4qpUCHR79Kz44HhDF9AF6BAgGEAI&usg=AOvVaw0SqFk356Tmwa3QVuyBGZu8
2025-09-15 13:06:06.858330,রাকসুতে শিবির–ছাত্রদলসহ আলোচনায় ৬ প্যানেল,Barta Bazar,"রাজশাহী বিশ্ববিদ্যালয় কেন্দ্রীয় ছাত্র সংসদ (রাকসু) নির্বাচনকে ঘিরে আজ থেকে শুরু হচ্ছে আনুষ্ঠানিক প্রচার-প্রচারণা। এবারের নির্বাচনে ইসলামী ছাত্রশিবির, জাতীয়তাবাদী ছাত্রদল, সাবেক সমন্বয়ক এবং স্বতন্ত্রপ্রার্থীদের সমন্বয়ে মোট ১১টি...",https://bartabazar.com/news/183599/&ved=2ahUKEwiT4s7029yPAxW4qpUCHR79Kz44HhDF9AF6BAgIEAI&usg=AOvVaw2tcxPICSWrfMOlMOjPJwo0
2025-09-15 13:06:06.856472,বৃষ্টির মধ্যেই প্রচারণায় রাকসু প্রার্থীরা,দৈনিক করতোয়া,"রাজশাহী প্রতিনিধি : রাজশাহী বিশ্ববিদ্যালয় কেন্দ্রীয় ছাত্র সংসদ (রাকসু), সিনেট ছাত্র প্রতিনিধি ও হল সংসদ নির্বাচনে বৃষ্টির মধ্যেই প্রচারণায় নেমেছেন প্রার্থীরা। আজ সোমবার (১৫ সেপ্টেম্বর) বেলা ১১টার দিকে তাদেরকে বৃষ্টির মধ্যেই বিভিন্ন...",https://www.dailykaratoa.com/article/140077&ved=2ahUKEwiT4s7029yPAxW4qpUCHR79Kz44HhDF9AF6BAgBEAI&usg=AOvVaw0N3vMNoK1e2AlwXRs312vd
2025-09-15 13:06:06.854607,"চূড়ান্ত তালিকা প্রকাশ, লড়াইয়ে ৩০৬ প্রার্থী",দেশ রূপান্তর,রাজশাহী বিশ্ববিদ্যালয় কেন্দ্রীয় ছাত্র সংসদ (রাকসু) নির্বাচনের চূড়ান্ত প্রার্থী তালিকা ঘোষণা করা হয়েছে। সন্ধ্যায় নির্বাচন কমিশন এ তালিকা প্রকাশ করে। রাকসু ও সিনেট প্রতিনিধির ২৮ পদের বিপরীতে লড়ছেন ৩০৬ জন প্রার্থী।১ দিন আগে,https://www.deshrupantor.com/amp/622220/%25E0%25A6%259A%25E0%25A7%2582%25E0%25A7%259C%25E0%25A6%25BE%25E0%25A6%25A8%25E0%25A7%258D%25E0%25A6%25A4-%25E0%25A6%25A4%25E0%25A6%25BE%25E0%25A6%25B2%25E0%25A6%25BF%25E0%25A6%2595%25E0%25A6%25BE-%25E0%25A6%25AA%25E0%25A7%258D%25E0%25A6%25B0%25E0%25A6%2595%25E0%25A6%25BE%25E0%25A6%25B6-%25E0%25A6%25B2%25E0%25A7%259C%25E0%25A6%25BE%25E0%25A6%2587%25E0%25A7%259F%25E0%25A7%2587-%25E0%25A7%25A9%25E0%25A7%25A6%25E0%25A7%25AC-%25E0%25A6%25AA%25E0%25A7%258D%25E0%25A6%25B0%25E0%25A6%25BE%25E0%25A6%25B0%25E0%25A7%258D%25E0%25A6%25A5%25E0%25A7%2580&ved=2ahUKEwiT4s7029yPAxW4qpUCHR79Kz44HhDF9AF6BAgHEAI&usg=AOvVaw1m1UAjyqgerOTGmjp6UPFv
2025-09-15 13:06:06.852755,রাকসু নির্বাচনে লটারির মাধ্যমে ব্যালট নম্বর পেলেন প্রার্থীরা | RUCSU Election | Ekattor TV,YouTube,রাকসু নির্বাচনে লটারির মাধ্যমে ব্যালট নম্বর পেলেন প্রার্থীরা | RUCSU Election | Ekattor TV. 1.2K views · 12 hours ago #election #rucsu #ekattortv ...more...,https://www.youtube.com/watch%3Fv%3Djt-1xE22qN8&ved=2ahUKEwiT4s7029yPAxW4qpUCHR79Kz44HhDF9AF6BAgJEAI&usg=AOvVaw2J_S8iyVA0EsP0l63M7tuW
2025-09-15 13:06:06.850863,রাকসু নির্বাচন: আচরণবিধি মেনে প্রচারণার আহ্বান প্রশাসনের,Independent Television,রাকসু নির্বাচন: আচরণবিধি মেনে প্রচারণার আহ্বান প্রশাসনের। আরও ভিডিও দেখতে ইনডিপেনডেন্ট টেলিভিশনের ইউটিউব চ্যানেলের লিংকটি ক্লিক করুন। বিষয়: রাজশাহীনির্বাচনজেলার খবররাজশাহী বিশ্ববিদ্যালয়.,https://www.itvbd.com/country/rajshahi/237737/%25E0%25A6%25B0%25E0%25A6%25BE%25E0%25A6%2595%25E0%25A6%25B8%25E0%25A7%2581-%25E0%25A6%25A8%25E0%25A6%25BF%25E0%25A6%25B0%25E0%25A7%258D%25E0%25A6%25AC%25E0%25A6%25BE%25E0%25A6%259A%25E0%25A6%25A8-%25E0%25A6%2586%25E0%25A6%259A%25E0%25A6%25B0%25E0%25A6%25A3%25E0%25A6%25AC%25E0%25A6%25BF%25E0%25A6%25A7%25E0%25A6%25BF-%25E0%25A6%25AE%25E0%25A7%2587%25E0%25A6%25A8%25E0%25A7%2587-%25E0%25A6%25AA%25E0%25A7%258D%25E0%25A6%25B0%25E0%25A6%259A%25E0%25A6%25BE%25E0%25A6%25B0%25E0%25A6%25A3%25E0%25A6%25BE%25E0%25A6%25B0-%25E0%25A6%2586%25E0%25A6%25B9%25E0%25A7%258D%25E0%25A6%25AC%25E0%25A6%25BE%25E0%25A6%25A8&ved=2ahUKEwiT4s7029yPAxW4qpUCHR79Kz44HhDF9AF6BAgKEAI&usg=AOvVaw18uOYAu1i2XQNBSPpZkGTo
2025-09-15 13:06:06.848985,"রাকসু নির্বাচনে প্রচারণার উদ্বোধন, বৃষ্টিতে ভোগান্তি",Bangladesh Journal,"রাজশাহী বিশ্ববিদ্যালয়ের রাকসু, সিনেট ও হল সংসদ নির্বাচনে চূড়ান্ত প্রার্থী তালিকা প্রকাশের পর রবিবার থেকে আনুষ্ঠানিক প্রচার-প্রচারণা শুরু হয়েছে। দীর্ঘ...",https://www.bd-journal.com/education/294603/%25E0%25A6%25B0%25E0%25A6%25BE%25E0%25A6%2595%25E0%25A6%25B8%25E0%25A7%2581-%25E0%25A6%25A8%25E0%25A6%25BF%25E0%25A6%25B0%25E0%25A7%258D%25E0%25A6%25AC%25E0%25A6%25BE%25E0%25A6%259A%25E0%25A6%25A8%25E0%25A7%2587-%25E0%25A6%25AA%25E0%25A7%258D%25E0%25A6%25B0%25E0%25A6%259A%25E0%25A6%25BE%25E0%25A6%25B0%25E0%25A6%25A3%25E0%25A6%25BE%25E0%25A6%25B0-%25E0%25A6%2589%25E0%25A6%25A6%25E0%25A7%258D%25E0%25A6%25AC%25E0%25A7%258B%25E0%25A6%25A7%25E0%25A6%25A8-%25E0%25A6%25AC%25E0%25A7%2583%25E0%25A6%25B7%25E0%25A7%258D%25E0%25A6%259F%25E0%25A6%25BF%25E0%25A6%25A4%25E0%25A7%2587-%25E0%25A6%25AD%25E0%25A7%258B%25E0%25A6%2597%25E0%25A6%25BE%25E0%25A6%25A8%25E0%25A7%258D%25E0%25A6%25A4%25E0%25A6%25BF&ved=2ahUKEwiT4s7029yPAxW4qpUCHR79Kz44HhDF9AF6BAgCEAI&usg=AOvVaw06rL6sHA4T_ffYDX79FK07
2025-09-15 13:06:06.847008,"রাকসু নির্বাচন : হল সংসদের ৩৯ পদে প্রতিদ্বন্দ্বী নেই, ৪ পদ ফাঁকা",Swadhindesh,রাজশাহী বিশ্ববিদ্যালয় কেন্দ্রীয় ছাত্র সংসদ (রাকসু) নির্বাচনে হল সংসদে চূড়ান্ত প্রার্থী ৫৯৭ জন। তাদের মধ্যে বিনা প্রতিদ্বন্দ্বিতায় জয়ী হচ্ছেন ৩৯ জন। চার পদে কেউ মনোনয়ন তোলেনি। আজ সোমবার কমিশনের প্রকাশিত তথ্য থেকে বিষয়টি জানা...,https://www.swadhindesh.com/%25E0%25A6%25B0%25E0%25A6%25BE%25E0%25A6%2595%25E0%25A6%25B8%25E0%25A7%2581-%25E0%25A6%25A8%25E0%25A6%25BF%25E0%25A6%25B0%25E0%25A7%258D%25E0%25A6%25AC%25E0%25A6%25BE%25E0%25A6%259A%25E0%25A6%25A8-%25E0%25A6%25B9%25E0%25A6%25B2-%25E0%25A6%25B8%25E0%25A6%2582%25E0%25A6%25B8%25E0%25A6%25A6%25E0%25A7%2587%25E0%25A6%25B0/&ved=2ahUKEwiT4s7029yPAxW4qpUCHR79Kz44HhDF9AF6BAgFEAI&usg=AOvVaw2lBt0BDklOx8YWkkDJJGfR
2025-09-15 13:06:06.844734,রাকসু হল সংসদ নির্বাচনে বিনা প্রতিদ্বন্দ্বিতায় ৩৯ জন নির্বাচিত,Bangladesh Times,রাজশাহী বিশ্ববিদ্যালয় হল সংসদ নির্বাচনে মোট ৩৯ জন প্রার্থী বিনা প্রতিদ্বন্দ্বিতায় নির্বাচিত হয়েছেন। গতকাল রোববার বিশ্ববিদ্যালয়ের নির্বাচন কমিশন এ তথ্য নিশ্চিত করেছে। বিনা প্রতিদ্বন্দ্বিতায় নির্বাচিতদের মধ্যে রয়েছেন—বিজয়-২৪ হলে ৩...,https://bangladeshtimes.com/details/102817/%25E0%25A6%25B0%25E0%25A6%25BE%25E0%25A6%2595%25E0%25A6%25B8%25E0%25A7%2581-%25E0%25A6%25B9%25E0%25A6%25B2-%25E0%25A6%25B8%25E0%25A6%2582%25E0%25A6%25B8%25E0%25A6%25A6-%25E0%25A6%25A8%25E0%25A6%25BF%25E0%25A6%25B0%25E0%25A7%258D%25E0%25A6%25AC%25E0%25A6%25BE%25E0%25A6%259A%25E0%25A6%25A8%25E0%25A7%2587-%25E0%25A6%25AC%25E0%25A6%25BF%25E0%25A6%25A8%25E0%25A6%25BE-%25E0%25A6%25AA%25E0%25A7%258D%25E0%25A6%25B0%25E0%25A6%25A4%25E0%25A6%25BF%25E0%25A6%25A6%25E0%25A7%258D%25E0%25A6%25AC%25E0%25A6%25A8%25E0%25A7%258D%25E0%25A6%25A6%25E0%25A7%258D%25E0%25A6%25AC%25E0%25A6%25BF%25E0%25A6%25A4%25E0%25A6%25BE%25E0%25A6%25AF%25E0%25A6%25BC-%25E0%25A7%25A9%25E0%25A7%25AF-%25E0%25A6%259C%25E0%25A6%25A8-%25E0%25A6%25A8%25E0%25A6%25BF%25E0%25A6%25B0%25E0%25A7%258D%25E0%25A6%25AC%25E0%25A6%25BE%25E0%25A6%259A%25E0%25A6%25BF%25E0%25A6%25A4&ved=2ahUKEwinpPXx29yPAxXds5UCHdcVMNM4FBDF9AF6BAgCEAI&usg=AOvVaw2V1in0wNQrMFwfyoMCdVAU
2025-09-15 13:06:06.842160,রাকসু নির্বাচন ৪২ জন বিনা প্রতিদ্বন্দ্বিতায় নির্বাচিত,citizensvoicebd.com,রাজশাহী বিশ্ববিদ্যালয়ে (রাবি) দীর্ঘ বিরতির পর অনুষ্ঠিত হতে যাচ্ছে কেন্দ্রীয় ছাত্র সংসদ (রাকসু) নির্বাচন। আসন্ন এ ভোটকে ঘিরে ক্যাম্পাসে বইছে উৎসবের আমেজ।১ দিন আগে,https://citizensvoicebd.com/bangladesh/63980/&ved=2ahUKEwinpPXx29yPAxXds5UCHdcVMNM4FBDF9AF6BAgJEAI&usg=AOvVaw05hR2966DOoBFzhI9UfCoD
2025-09-15 13:06:06.840542,"রাকসু নির্বাচনে চূড়ান্ত প্রার্থী তালিকা প্রকাশ, আনুষ্ঠানিক প্রচারণা শুরু আজ",প্রথম আলো,রাজশাহী বিশ্ববিদ্যালয় কেন্দ্রীয় ছাত্র সংসদ (রাকসু) ও সিনেট ছাত্র প্রতিনিধি নির্বাচনের চূড়ান্ত প্রার্থী তালিকা প্রকাশ করা হয়েছে।১ দিন আগে,https://www.prothomalo.com/bangladesh/district/1zmm2ck2i6&ved=2ahUKEwinpPXx29yPAxXds5UCHdcVMNM4FBDF9AF6BAgDEAI&usg=AOvVaw2n6zka9khEr_eOfDZeC69V
2025-09-15 13:06:06.838911,রাকসু হল সংসদ নির্বাচনে বিনা প্রতিদ্বন্দ্বিতায় নির্বাচিত ৪২ জন,RTV Bangladesh,রাকসু হল সংসদ নির্বাচনে বিনা প্রতিদ্বন্দ্বিতায় নির্বাচিত ৪২ জন.,https://rtvonline.com/education/campus/343518&ved=2ahUKEwinpPXx29yPAxXds5UCHdcVMNM4FBDF9AF6BAgIEAI&usg=AOvVaw3Sl3fzXo27yy_tmFBQTO7s
2025-09-15 13:06:06.837264,রাকসু নিয়ে নানা সমীকরণ ও উদ্বেগে ছাত্রদল,চ্যানেল আই অনলাইন,ডাকসু এবং জাকসুতে ভরাডুবির পর রাকসু নিয়ে নানা সমীকরণ ও উদ্বেগের মধ্যে আছে জাতীয়তাবাদী ছাত্রদল। আগামী ২৫ সেপ্টেম্বর হতে যাওয়া রাজশাহী বিশ্ববিদ্যালয়.,https://www.channelionline.com/after-the-debacle-in-ducsu-and-jacsu-chhatra-dals-raksu-challenge/&ved=2ahUKEwinpPXx29yPAxXds5UCHdcVMNM4FBDF9AF6BAgHEAI&usg=AOvVaw229YSKLm3lsOsBl75xfq4M
2025-09-15 13:06:06.835570,রাকসু নির্বাচনে বিনা প্রতিদ্বন্দ্বিতায় ৩৯ জন নির্বাচিত,Daily Janakantha,রাজশাহী বিশ্ববিদ্যালয় কেন্দ্রীয় ছাত্র সংসদ (রাকসু) ও হল সংসদ নির্বাচনে ইতোমধ্যে ৩৯ জন প্রার্থী বিনা প্রতিদ্বন্দ্বিতায় নির্বাচিত হয়েছেন। বিশ্ববিদ্যালয়ের নির্বাচন কমিশন রোববার এই তথ্য নিশ্চিত করেছে।১ দিন আগে,https://www.dailyjanakantha.com/education/news/853769&ved=2ahUKEwinpPXx29yPAxXds5UCHdcVMNM4FBDF9AF6BAgGEAI&usg=AOvVaw0lzQwiBtK9S9piF3Opgs3l
2025-09-15 13:06:06.833834,রাবিতে রাকসুবিষয়ক সেমিনার আজ,Rupali Bangladesh,"রাজশাহী বিশ্ববিদ্যালয় কেন্দ্রীয় ছাত্র সংসদ (রাকসু), হল সংসদ ও সিনেটে ছাত্র প্রতিনিধি নির্বাচনের প্রার্থী ও শিক্ষার্থীদের উদ্দেশ্যে একটি সেমিনারের আয়োজন করা হয়েছে।\r\n\r\nসোমবার (১৫ সেপ্টেম্বর) সকাল ১১টায় বিশ্ববিদ্যালয়ের কাজী...",https://www.rupalibangladesh.com/educational-news/campus/74912/amp&ved=2ahUKEwinpPXx29yPAxXds5UCHdcVMNM4FBDF9AF6BAgFEAI&usg=AOvVaw31CvZdJyxSL8-Oq_VyBAlu
2025-09-15 13:06:06.832188,রাকসু নির্বাচন: ৩৯ প্রার্থী বিনা প্রতিদ্বন্দ্বিতায় জয়ী,Jugantor,রাজশাহী বিশ্ববিদ্যালয় হল সংসদ নির্বাচনে ৩৯ জন প্রার্থীকে বিনা প্রতিদ্বন্দ্বিতায় জয়ী ঘোষণা করা হয়েছে। রোববার (১৪ সেপ্টেম্বর) রাতে বিশ্ববিদ্যালয়ের নির্বাচন কমিশন এ তথ্য নিশ্চিত করেছেন। নির্বাচিতদের মধ্যে আছেন— বেগম খালেদা জিয়া হলে...,https://www.jugantor.com/campus/1003419&ved=2ahUKEwinpPXx29yPAxXds5UCHdcVMNM4FBDF9AF6BAgKEAI&usg=AOvVaw0t5voB129Xm4V1sXVkRk6V
2025-09-15 13:06:06.830476,"রাকসু নির্বাচনে প্রার্থী তালিকা চূড়ান্ত, শুরু আনুষ্ঠানিক প্রচারণা",Dhakapost.com,"রাজশাহী বিশ্ববিদ্যালয় কেন্দ্রীয় ছাত্র সংসদ (রাকসু), সিনেট ছাত্র প্রতিনিধি ও হল সংসদ নির্বাচনে প্রার্থীদের চূড়ান্ত তালিকা প্রকাশ করেছে নির্বাচন কমিশন...",https://www.dhakapost.com/campus/394948&ved=2ahUKEwinpPXx29yPAxXds5UCHdcVMNM4FBDF9AF6BAgBEAI&usg=AOvVaw3bqlGj-l7vzAZFQz0BBYDu
